Lead_ID,Lead_Date,Lead_Source,Location,Property_Type, Budget ,Call_Attempts,Call_Status,Follow_Up,Site_Visit,Lead_Status,Sales_Value,Budget_Range
L0590,2026-05-14 05:56:02,Website,Ramanathapuram,Villa," 9,459,821.00 ",3,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0591,2026-05-14 11:21:48,Website,Ramanathapuram,Plot," 4,709,814.00 ",1,Connected,Yes,Yes,Converted,4800000,30L-50L
L0592,2026-05-14 16:47:34,Instagram,Saravanampatti,Plot," 4,446,715.00 ",2,Connected,Yes,Yes,Converted,4100000,30L-50L
L0593,2026-05-14 22:13:20,Website,Thudiyalur,Villa," 11,257,199.00 ",4,Connected,Yes,Yes,Converted,10750000,80L-1.2Cr
L0594,2026-05-15 03:39:06,Google,Thudiyalur,Apartment," 3,555,710.00 ",1,Connected,No,No,Lost,,30L-50L
L0595,2026-05-15 09:04:52,Property Portal,Ramanathapuram,Apartment," 3,274,349.00 ",2,Connected,Yes,Yes,Follow-up,,30L-50L
L0596,2026-05-15 14:30:38,Facebook,periyanayakanpalayam,Villa," 7,815,419.00 ",3,Connected,No,Yes,Converted,7700000,50L-80L
L0597,2026-05-15 19:56:24,Instagram,Thudiyalur,Apartment," 4,427,197.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0598,2026-05-16 01:22:10,Website,Thudiyalur,Apartment," 3,439,358.00 ",5,Connected,Yes,Yes,Converted,3200000,30L-50L
L0599,2026-05-16 06:47:56,Website,Thudiyalur,Apartment," 3,020,855.00 ",1,Connected,No,No,Lost,,30L-50L
L0600,2026-05-16 12:13:42,Website,Saravanampatti,Apartment," 3,811,527.00 ",4,Connected,Yes,Yes,Converted,3600000,30L-50L
L0601,2026-05-16 17:39:28,Website,Thudiyalur,Villa," 15,607,324.00 ",3,Connected,No,Yes,Converted,16250000,Above 1.2Cr
L0602,2026-05-16 23:05:14,Google,Coimbatore,Apartment," 3,356,427.00 ",4,Connected,No,No,Lost,,30L-50L
L0603,2026-05-17 04:30:59,Website,Thudiyalur,Villa," 7,928,854.00 ",2,Connected,No,Yes,Converted,8300000,50L-80L
L0604,2026-05-17 09:56:45,Website,Coimbatore,Apartment," 3,115,657.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0605,2026-05-17 15:22:31,Website,Thudiyalur,Apartment," 4,622,036.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0606,2026-05-17 20:48:17,Facebook,periyanayakanpalayam,Apartment," 5,412,677.00 ",2,Connected,No,Yes,Lost,,50L-80L
L0607,2026-05-18 02:14:03,Google,Thudiyalur,Apartment," 4,569,519.00 ",2,Connected,No,No,Lost,,30L-50L
L0608,2026-05-18 07:39:49,Google,panneermadai,Apartment," 3,667,565.00 ",3,Connected,Yes,Yes,Converted,3750000,30L-50L
L0609,2026-05-18 13:05:35,Facebook,Thudiyalur,Villa," 10,347,757.00 ",4,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0610,2026-05-18 18:31:21,Instagram,periyanayakanpalayam,Apartment," 5,601,888.00 ",2,Connected,Yes,Yes,Converted,5350000,50L-80L
L0611,2026-05-18 23:57:07,Website,Saravanampatti,Plot," 2,179,222.00 ",5,Connected,Yes,No,Follow-up,,Below 30L
L0612,2026-05-19 05:22:53,Property Portal,Ramanathapuram,Apartment," 4,390,227.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0613,2026-05-19 10:48:39,Instagram,periyanayakanpalayam,Apartment," 6,077,791.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0614,2026-05-19 16:14:25,Website,Coimbatore,Villa," 7,084,309.00 ",4,Connected,No,No,Lost,,50L-80L
L0615,2026-05-19 21:40:11,Property Portal,Coimbatore,Apartment," 3,170,948.00 ",3,Connected,No,No,Lost,,30L-50L
L0616,2026-05-20 03:05:57,Referral,Ramanathapuram,Apartment," 6,071,870.00 ",5,Connected,Unknown,Yes,Follow-up,,50L-80L
L0617,2026-05-20 08:31:43,Website,Saravanampatti,Apartment," 3,501,793.00 ",6,Connected,Yes,No,Follow-up,,30L-50L
L0618,2026-05-20 13:57:29,Google,Ramanathapuram,Apartment," 3,268,508.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0619,2026-05-20 19:23:15,Property Portal,periyanayakanpalayam,Plot," 2,282,259.00 ",1,Not Connected,Yes,No,Follow-up,,Below 30L
L0620,2026-05-21 00:49:01,Property Portal,Ramanathapuram,Apartment," 3,176,968.00 ",1,Not Connected,Yes,No,Follow-up,,30L-50L
L0621,2026-05-21 06:14:46,Website,periyanayakanpalayam,Villa," 6,735,122.00 ",4,Not Connected,Yes,No,Follow-up,,50L-80L
L0622,2026-05-21 11:40:32,Google,Thudiyalur,Plot," 3,506,996.00 ",5,Not Connected,Yes,No,Follow-up,,30L-50L
L0623,2026-05-21 17:06:18,Google,periyanayakanpalayam,Apartment," 6,136,793.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0624,2026-05-21 22:32:04,Facebook,Saravanampatti,Plot," 2,238,591.00 ",1,Connected,No,No,Lost,,Below 30L
L0625,2026-05-22 03:57:50,Instagram,Thudiyalur,Apartment," 4,583,794.00 ",1,Connected,Yes,Yes,Follow-up,,30L-50L
L0626,2026-05-22 09:23:36,Google,Ramanathapuram,Plot," 2,083,510.00 ",4,Connected,Yes,Yes,Follow-up,,Below 30L
L0627,2026-05-22 14:49:22,Facebook,Thudiyalur,Apartment," 5,028,037.00 ",2,Not Connected,Yes,No,Follow-up,,50L-80L
L0628,2026-05-22 20:15:08,Property Portal,periyanayakanpalayam,Villa," 6,584,668.00 ",2,Connected,Yes,No,Follow-up,,50L-80L
L0629,2026-05-23 01:40:54,Website,Thudiyalur,Apartment," 8,193,482.00 ",3,Not Connected,No,No,Lost,,80L-1.2Cr
L0630,2026-05-23 07:06:40,Google,periyanayakanpalayam,Apartment," 3,964,190.00 ",4,Connected,Yes,No,Converted,3800000,30L-50L
L0631,2026-05-23 12:32:26,Instagram,panneermadai,Villa," 15,081,363.00 ",3,Not Connected,No,No,Lost,,Above 1.2Cr
L0632,2026-05-23 17:58:12,Property Portal,Coimbatore,Villa," 7,041,566.00 ",3,Not Connected,Yes,No,Follow-up,,50L-80L
L0633,2026-05-23 23:23:58,Facebook,Ramanathapuram,Apartment," 5,231,577.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0634,2026-05-24 04:49:44,Facebook,panneermadai,Apartment," 5,387,199.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0635,2026-05-24 10:15:30,Website,Saravanampatti,Villa," 7,835,295.00 ",4,Connected,Yes,Yes,Follow-up,,50L-80L
L0636,2026-05-24 15:41:16,Facebook,Thudiyalur,Villa," 8,747,668.00 ",6,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0637,2026-05-24 21:07:02,Facebook,Coimbatore,Plot," 2,014,241.00 ",1,Not Connected,No,No,Lost,,Below 30L
L0638,2026-05-25 02:32:48,Google,Thudiyalur,Villa," 7,417,231.00 ",1,Not Connected,Yes,No,Follow-up,,50L-80L
L0639,2026-05-25 07:58:34,Google,Saravanampatti,Plot," 2,027,466.00 ",1,Connected,Yes,No,Converted,2050000,Below 30L
L0640,2026-05-25 13:24:19,Google,Saravanampatti,Villa," 7,151,882.00 ",2,Connected,No,No,Lost,,50L-80L
L0641,2026-05-25 18:50:05,Website,periyanayakanpalayam,Apartment," 5,444,132.00 ",4,Not Connected,No,No,Lost,,50L-80L
L0642,2026-05-26 00:15:51,Google,panneermadai,Apartment," 5,200,271.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0643,2026-05-26 05:41:37,Google,periyanayakanpalayam,Villa," 8,928,639.00 ",2,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0644,2026-05-26 11:07:23,Google,Ramanathapuram,Villa," 8,692,459.00 ",2,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0645,2026-05-26 16:33:09,Website,Thudiyalur,Apartment," 7,024,609.00 ",1,Connected,No,No,Lost,,50L-80L
L0646,2026-05-26 21:58:55,Property Portal,panneermadai,Apartment," 5,177,045.00 ",2,Connected,Yes,No,Follow-up,,50L-80L
L0647,2026-05-27 03:24:41,Instagram,Thudiyalur,Plot," 3,415,106.00 ",2,Connected,No,No,Lost,,30L-50L
L0648,2026-05-27 08:50:27,Instagram,panneermadai,Apartment," 6,252,836.00 ",2,Connected,No,No,Lost,,50L-80L
L0649,2026-05-27 14:16:13,Property Portal,panneermadai,Apartment," 4,003,466.00 ",4,Connected,No,No,Lost,,30L-50L
L0650,2026-05-27 19:41:59,Facebook,Ramanathapuram,Apartment," 6,546,251.00 ",3,Connected,No,No,Lost,,50L-80L
L0651,2026-05-28 01:07:45,Website,Thudiyalur,Apartment," 7,850,851.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0652,2026-05-28 06:33:31,Facebook,Coimbatore,Apartment," 3,920,041.00 ",6,Connected,Yes,No,Converted,3650000,30L-50L
L0653,2026-05-28 11:59:17,Instagram,Thudiyalur,Apartment," 8,943,446.00 ",3,Not Connected,No,No,Lost,,80L-1.2Cr
L0654,2026-05-28 17:25:03,Property Portal,Coimbatore,Apartment," 6,233,264.00 ",4,Not Connected,No,No,Lost,,50L-80L
L0655,2026-05-28 22:50:49,Facebook,Thudiyalur,Villa," 7,587,893.00 ",1,Not Connected,Yes,No,Follow-up,,50L-80L
L0656,2026-05-29 04:16:35,Website,Saravanampatti,Apartment," 3,188,069.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0657,2026-05-29 09:42:21,Google,periyanayakanpalayam,Plot," 2,873,279.00 ",1,Not Connected,No,No,Lost,,Below 30L
L0658,2026-05-29 15:08:06,Google,Coimbatore,Plot," 2,319,497.00 ",1,Connected,No,No,Lost,,Below 30L
L0659,2026-05-29 20:33:52,Instagram,Coimbatore,Apartment," 4,418,060.00 ",2,Not Connected,No,Yes,Lost,,30L-50L
L0660,2026-05-30 01:59:38,Facebook,periyanayakanpalayam,Villa," 8,944,719.00 ",5,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0661,2026-05-30 07:25:24,Google,Ramanathapuram,Apartment," 3,491,215.00 ",2,Connected,No,Yes,Converted,3650000,30L-50L
L0662,2026-05-30 12:51:10,Referral,periyanayakanpalayam,Plot," 2,897,203.00 ",2,Connected,No,Yes,Lost,,Below 30L
L0663,2026-05-30 18:16:56,Instagram,Saravanampatti,Apartment," 5,185,339.00 ",3,Not Connected,No,No,Lost,,50L-80L
L0664,2026-05-30 23:42:42,Google,periyanayakanpalayam,Villa," 10,640,322.00 ",1,Connected,Yes,Yes,Converted,10100000,80L-1.2Cr
L0665,2026-05-31 05:08:28,Website,Saravanampatti,Villa," 7,683,032.00 ",3,Connected,Yes,Yes,Converted,8050000,50L-80L
L0666,2026-05-31 10:34:14,Website,panneermadai,Apartment," 8,260,329.00 ",3,Connected,Yes,Yes,Converted,8150000,80L-1.2Cr
L0667,2026-05-31 16:00:00,Google,Thudiyalur,Apartment," 4,545,257.00 ",4,Connected,Yes,Yes,Follow-up,,30L-50L
L0668,2026-05-31 21:25:46,Website,Saravanampatti,Villa," 9,002,265.00 ",6,Connected,Yes,No,Converted,9200000,80L-1.2Cr
L0669,2026-06-01 02:51:32,Website,Thudiyalur,Villa," 8,183,955.00 ",2,Connected,No,No,Converted,7550000,80L-1.2Cr
L0670,2026-06-01 08:17:18,Google,panneermadai,Apartment," 4,979,810.00 ",3,Connected,Yes,No,Converted,5150000,30L-50L
L0671,2026-06-01 13:43:04,Website,Coimbatore,Villa," 7,261,179.00 ",5,Connected,Yes,Yes,Follow-up,,50L-80L
L0672,2026-06-01 19:08:50,Property Portal,Saravanampatti,Apartment," 6,267,414.00 ",4,Not Connected,No,No,Lost,,50L-80L
L0673,2026-06-02 00:34:36,Website,Saravanampatti,Villa," 7,971,277.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0674,2026-06-02 06:00:22,Facebook,panneermadai,Apartment," 4,352,206.00 ",5,Connected,No,No,Lost,,30L-50L
L0675,2026-06-02 11:26:08,Facebook,panneermadai,Plot," 6,902,717.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0676,2026-06-02 16:51:54,Referral,Coimbatore,Apartment," 3,249,737.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0677,2026-06-02 22:17:39,Website,Thudiyalur,Apartment," 6,496,645.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0678,2026-06-03 03:43:25,Google,Coimbatore,Apartment," 5,093,806.00 ",3,Connected,No,No,Lost,,50L-80L
L0679,2026-06-03 09:09:11,Referral,Thudiyalur,Apartment," 5,428,058.00 ",5,Connected,Yes,No,Follow-up,,50L-80L
L0680,2026-06-03 14:34:57,Property Portal,Ramanathapuram,Apartment," 3,923,639.00 ",2,Connected,Yes,No,Converted,3750000,30L-50L
L0681,2026-06-03 20:00:43,Property Portal,Coimbatore,Apartment," 7,542,093.00 ",2,Connected,Yes,Yes,Follow-up,,50L-80L
L0682,2026-06-04 01:26:29,Google,Saravanampatti,Plot," 1,842,221.00 ",2,Connected,No,No,Lost,,Below 30L
L0683,2026-06-04 06:52:15,Website,Ramanathapuram,Apartment," 5,679,581.00 ",6,Connected,Yes,No,Follow-up,,50L-80L
L0684,2026-06-04 12:18:01,Instagram,panneermadai,Apartment," 7,354,745.00 ",4,Connected,Yes,Yes,Converted,7400000,50L-80L
L0685,2026-06-04 17:43:47,Referral,Thudiyalur,Apartment," 3,551,852.00 ",4,Connected,Yes,No,Follow-up,,30L-50L
L0686,2026-06-04 23:09:33,Facebook,Saravanampatti,Apartment," 5,031,986.00 ",3,Connected,Yes,Yes,Follow-up,,50L-80L
L0687,2026-06-05 04:35:19,Facebook,Saravanampatti,Apartment," 5,434,551.00 ",4,Connected,No,Yes,Lost,,50L-80L
L0688,2026-06-05 10:01:05,Google,periyanayakanpalayam,Apartment," 3,533,903.00 ",2,Connected,No,No,Lost,,30L-50L
L0689,2026-06-05 15:26:51,Property Portal,Ramanathapuram,Apartment," 3,916,931.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0690,2026-06-05 20:52:37,Website,panneermadai,Apartment," 4,431,282.00 ",4,Connected,Yes,Yes,Converted,4550000,30L-50L
L0691,2026-06-06 02:18:23,Google,Thudiyalur,Apartment," 5,059,071.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0692,2026-06-06 07:44:09,Facebook,periyanayakanpalayam,Villa," 6,240,011.00 ",1,Connected,Yes,Yes,Converted,5850000,50L-80L
L0693,2026-06-06 13:09:55,Facebook,Coimbatore,Apartment," 3,072,684.00 ",1,Not Connected,Yes,No,Follow-up,,30L-50L
L0694,2026-06-06 18:35:41,Google,Thudiyalur,Apartment," 6,288,221.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0695,2026-06-07 00:01:26,Website,Coimbatore,Plot," 2,783,871.00 ",5,Connected,Yes,No,Follow-up,,Below 30L
L0696,2026-06-07 05:27:12,Instagram,Thudiyalur,Apartment," 6,330,289.00 ",2,Connected,Yes,Yes,Converted,6200000,50L-80L
L0697,2026-06-07 10:52:58,Google,Thudiyalur,Villa," 10,341,647.00 ",4,Connected,No,No,Lost,,80L-1.2Cr
L0698,2026-06-07 16:18:44,Instagram,Thudiyalur,Apartment," 6,179,109.00 ",2,Connected,No,No,Lost,,50L-80L
L0699,2026-06-07 21:44:30,Website,Saravanampatti,Villa," 7,596,246.00 ",2,Connected,No,Yes,Lost,,50L-80L
L0700,2026-06-08 03:10:16,Facebook,periyanayakanpalayam,Villa," 10,750,619.00 ",2,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0701,2026-06-08 08:36:02,Facebook,Saravanampatti,Apartment," 3,372,778.00 ",4,Not Connected,No,No,Lost,,30L-50L
L0702,2026-06-08 14:01:48,Website,Coimbatore,Plot," 2,457,726.00 ",3,Connected,Yes,Yes,Converted,2400000,Below 30L
L0703,2026-06-08 19:27:34,Google,Coimbatore,Apartment," 3,676,315.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0704,2026-06-09 00:53:20,Website,periyanayakanpalayam,Apartment," 3,868,277.00 ",3,Connected,No,No,Lost,,30L-50L
L0705,2026-06-09 06:19:06,Website,Coimbatore,Villa," 8,425,767.00 ",3,Connected,Yes,Yes,Converted,8100000,80L-1.2Cr
L0706,2026-06-09 11:44:52,Referral,Thudiyalur,Plot," 6,564,372.00 ",3,Connected,Yes,Yes,Follow-up,,50L-80L
L0707,2026-06-09 17:10:38,Google,Ramanathapuram,Apartment," 5,793,513.00 ",5,Connected,Yes,Yes,Follow-up,,50L-80L
L0708,2026-06-09 22:36:24,Property Portal,Thudiyalur,Apartment," 5,558,303.00 ",4,Not Connected,Yes,No,Follow-up,,50L-80L
L0709,2026-06-10 04:02:10,Google,Ramanathapuram,Apartment," 4,913,462.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
L0710,2026-06-10 09:27:56,Instagram,Ramanathapuram,Apartment," 4,783,461.00 ",3,Not Connected,No,No,Converted,4700000,30L-50L
L0711,2026-06-10 14:53:42,Property Portal,Thudiyalur,Villa," 6,278,104.00 ",3,Connected,No,No,Lost,,50L-80L
L0712,2026-06-10 20:19:28,Instagram,Thudiyalur,Apartment," 3,287,360.00 ",4,Not Connected,No,No,Lost,,30L-50L
L0713,2026-06-11 01:45:14,Facebook,panneermadai,Apartment," 3,597,578.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
L0714,2026-06-11 07:10:59,Facebook,periyanayakanpalayam,Apartment," 5,495,894.00 ",5,Connected,Yes,Yes,Converted,5300000,50L-80L
L0715,2026-06-11 12:36:45,Google,Thudiyalur,Apartment," 3,573,340.00 ",6,Connected,Yes,No,Follow-up,,30L-50L
L0716,2026-06-11 18:02:31,Referral,Saravanampatti,Apartment," 3,880,147.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0717,2026-06-11 23:28:17,Property Portal,Thudiyalur,Villa," 11,469,471.00 ",5,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0718,2026-06-12 04:54:03,Referral,Ramanathapuram,Plot," 1,843,150.00 ",1,Connected,Yes,No,Follow-up,,Below 30L
L0719,2026-06-12 10:19:49,Website,Saravanampatti,Plot," 2,643,489.00 ",1,Not Connected,No,No,Lost,,Below 30L
L0720,2026-06-12 15:45:35,Property Portal,Thudiyalur,Apartment," 4,769,638.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0721,2026-06-12 21:11:21,Referral,Thudiyalur,Plot," 4,365,104.00 ",1,Connected,No,No,Lost,,30L-50L
L0722,2026-06-13 02:37:07,Website,Thudiyalur,Villa," 8,406,530.00 ",4,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0723,2026-06-13 08:02:53,Website,Coimbatore,Villa," 11,083,237.00 ",1,Not Connected,No,No,Lost,,80L-1.2Cr
L0724,2026-06-13 13:28:39,Property Portal,Thudiyalur,Apartment," 4,769,516.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0725,2026-06-13 18:54:25,Facebook,Ramanathapuram,Apartment," 6,200,116.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0726,2026-06-14 00:20:11,Property Portal,Thudiyalur,Apartment," 5,792,036.00 ",2,Connected,Yes,Yes,Converted,5600000,50L-80L
L0727,2026-06-14 05:45:57,Website,periyanayakanpalayam,Apartment," 3,237,330.00 ",1,Connected,No,Yes,Converted,3250000,30L-50L
L0728,2026-06-14 11:11:43,Property Portal,Saravanampatti,Apartment," 4,637,901.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0729,2026-06-14 16:37:29,Google,panneermadai,Apartment," 6,054,317.00 ",1,Connected,No,No,Lost,,50L-80L
L0730,2026-06-14 22:03:15,Website,Ramanathapuram,Apartment," 3,698,419.00 ",5,Connected,Yes,Yes,Converted,3700000,30L-50L
L0731,2026-06-15 03:29:01,Website,Coimbatore,Villa," 11,120,269.00 ",4,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0732,2026-06-15 08:54:46,Property Portal,Ramanathapuram,Apartment," 6,410,995.00 ",1,Not Connected,Yes,No,Follow-up,,50L-80L
L0733,2026-06-15 14:20:32,Instagram,periyanayakanpalayam,Apartment," 4,158,343.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0734,2026-06-15 19:46:18,Facebook,Coimbatore,Plot," 7,674,416.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0735,2026-06-16 01:12:04,Google,Thudiyalur,Plot," 2,462,454.00 ",1,Connected,Yes,Yes,Converted,2350000,Below 30L
L0736,2026-06-16 06:37:50,Property Portal,Saravanampatti,Villa," 10,041,020.00 ",1,Not Connected,No,No,Lost,,80L-1.2Cr
L0737,2026-06-16 12:03:36,Google,periyanayakanpalayam,Plot," 3,195,000.00 ",2,Connected,Yes,Yes,Follow-up,,30L-50L
L0738,2026-06-16 17:29:22,Property Portal,Thudiyalur,Apartment," 3,063,014.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0739,2026-06-16 22:55:08,Facebook,Coimbatore,Plot," 7,282,703.00 ",4,Connected,Yes,No,Converted,7550000,50L-80L
L0740,2026-06-17 04:20:54,Google,Coimbatore,Apartment," 5,970,414.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0741,2026-06-17 09:46:40,Facebook,panneermadai,Apartment," 4,094,697.00 ",4,Connected,No,Yes,Lost,,30L-50L
L0742,2026-06-17 15:12:26,Google,Ramanathapuram,Apartment," 4,822,342.00 ",1,Connected,No,Yes,Converted,5000000,30L-50L
L0743,2026-06-17 20:38:12,Property Portal,panneermadai,Apartment," 5,797,683.00 ",4,Connected,Yes,Yes,Follow-up,,50L-80L
L0744,2026-06-18 02:03:58,Facebook,Thudiyalur,Apartment," 6,041,038.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0745,2026-06-18 07:29:44,Google,Coimbatore,Villa," 11,102,353.00 ",1,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0746,2026-06-18 12:55:30,Property Portal,periyanayakanpalayam,Villa," 10,537,313.00 ",1,Not Connected,No,No,Lost,,80L-1.2Cr
L0747,2026-06-18 18:21:16,Google,Thudiyalur,Villa," 16,720,059.00 ",1,Not Connected,No,No,Converted,16500000,Above 1.2Cr
L0748,2026-06-18 23:47:02,Facebook,Thudiyalur,Apartment," 3,346,030.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0749,2026-06-19 05:12:48,Referral,panneermadai,Plot," 2,962,538.00 ",4,Not Connected,No,No,Lost,,Below 30L
L0750,2026-06-19 10:38:34,Instagram,Thudiyalur,Villa," 14,026,820.00 ",1,Connected,Yes,No,Follow-up,,Above 1.2Cr
L0751,2026-06-19 16:04:19,Website,periyanayakanpalayam,Apartment," 3,335,513.00 ",4,Not Connected,No,No,Lost,,30L-50L
L0752,2026-06-19 21:30:05,Referral,Thudiyalur,Villa," 10,169,772.00 ",3,Connected,No,Yes,Converted,9950000,80L-1.2Cr
L0753,2026-06-20 02:55:51,Instagram,Thudiyalur,Apartment," 3,886,388.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0754,2026-06-20 08:21:37,Google,Thudiyalur,Apartment," 6,453,589.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0755,2026-06-20 13:47:23,Website,Saravanampatti,Plot," 2,534,104.00 ",2,Connected,Yes,Yes,Follow-up,,Below 30L
L0756,2026-06-20 19:13:09,Property Portal,panneermadai,Apartment," 7,344,157.00 ",5,Connected,Yes,No,Follow-up,,50L-80L
L0757,2026-06-21 00:38:55,Instagram,Saravanampatti,Apartment," 5,777,881.00 ",3,Connected,No,No,Lost,,50L-80L
L0758,2026-06-21 06:04:41,Facebook,periyanayakanpalayam,Plot," 5,815,364.00 ",2,Connected,No,No,Lost,,50L-80L
L0759,2026-06-21 11:30:27,Property Portal,Thudiyalur,Villa," 7,694,000.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0760,2026-06-21 16:56:13,Property Portal,periyanayakanpalayam,Apartment," 4,972,698.00 ",2,Connected,Yes,Yes,Converted,4800000,30L-50L
L0761,2026-06-21 22:21:59,Website,periyanayakanpalayam,Apartment," 3,685,493.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0762,2026-06-22 03:47:45,Google,panneermadai,Apartment," 6,493,133.00 ",4,Connected,Yes,Yes,Converted,6550000,50L-80L
L0763,2026-06-22 09:13:31,Google,Thudiyalur,Villa," 8,399,771.00 ",1,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0764,2026-06-22 14:39:17,Property Portal,periyanayakanpalayam,Apartment," 6,261,593.00 ",3,Not Connected,No,No,Lost,,50L-80L
L0765,2026-06-22 20:05:03,Website,Thudiyalur,Apartment," 3,107,573.00 ",3,Connected,Yes,Yes,Converted,3150000,30L-50L
L0766,2026-06-23 01:30:49,Facebook,Coimbatore,Plot," 3,269,153.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0767,2026-06-23 06:56:35,Property Portal,Ramanathapuram,Apartment," 5,796,718.00 ",3,Connected,Yes,Yes,Converted,5500000,50L-80L
L0768,2026-06-23 12:22:21,Property Portal,periyanayakanpalayam,Apartment," 4,200,475.00 ",4,Connected,Yes,Yes,Follow-up,,30L-50L
L0769,2026-06-23 17:48:06,Google,Coimbatore,Apartment," 8,937,840.00 ",2,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0770,2026-06-23 23:13:52,Property Portal,Coimbatore,Villa," 7,346,652.00 ",5,Connected,Yes,Yes,Converted,7400000,50L-80L
L0771,2026-06-24 04:39:38,Website,periyanayakanpalayam,Apartment," 8,480,408.00 ",1,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0772,2026-06-24 10:05:24,Property Portal,panneermadai,Apartment," 7,301,126.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0773,2026-06-24 15:31:10,Website,Saravanampatti,Plot," 1,595,790.00 ",2,Connected,Yes,No,Follow-up,,Below 30L
L0774,2026-06-24 20:56:56,Google,Saravanampatti,Apartment," 6,268,694.00 ",1,Connected,Yes,Yes,Follow-up,,50L-80L
L0775,2026-06-25 02:22:42,Property Portal,panneermadai,Apartment," 6,265,798.00 ",1,Connected,Yes,Yes,Converted,5950000,50L-80L
L0776,2026-06-25 07:48:28,Website,Coimbatore,Apartment," 6,259,449.00 ",1,Connected,Yes,Yes,Converted,5750000,50L-80L
L0777,2026-06-25 13:14:14,Google,Ramanathapuram,Apartment," 7,908,278.00 ",4,Connected,No,No,Lost,,50L-80L
L0778,2026-06-25 18:40:00,Instagram,Coimbatore,Apartment," 3,279,720.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0779,2026-06-26 00:05:46,Instagram,Thudiyalur,Apartment," 4,131,960.00 ",4,Not Connected,Yes,No,Follow-up,,30L-50L
L0780,2026-06-26 05:31:32,Instagram,panneermadai,Apartment," 5,331,869.00 ",1,Not Connected,Yes,No,Follow-up,,50L-80L
L0781,2026-06-26 10:57:18,Instagram,Thudiyalur,Apartment," 3,022,490.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0782,2026-06-26 16:23:04,Facebook,Saravanampatti,Plot," 2,105,108.00 ",4,Connected,Yes,Yes,Follow-up,,Below 30L
L0783,2026-06-26 21:48:50,Google,periyanayakanpalayam,Plot," 3,001,540.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0784,2026-06-27 03:14:36,Google,Ramanathapuram,Villa," 8,812,580.00 ",4,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0785,2026-06-27 08:40:22,Website,Ramanathapuram,Plot," 3,063,966.00 ",3,Connected,Yes,Yes,Follow-up,,30L-50L
L0786,2026-06-27 14:06:08,Referral,Saravanampatti,Apartment," 4,380,642.00 ",4,Connected,Yes,No,Follow-up,,30L-50L
